,gtfs_stop_id,gtfs_route_id,gtfs_ZDEr_ID_REF_A,gtfs_dest_name,gtfs_stop_name,osm_stop_id,gtfs_agency_name,osm_osm:ref:FR:STIF:ExternalCode_Line,osm_osm:ref:FR:STIF,osm_destination,osm_name
2938,StopPoint:40:499,059440035:35,8680,Cergy Le Ht RER,Hôtel Dieu,StopPoint:Node:1658742802,STIVO,059440035:35,8680,Cergy-le-Haut RER,Hôtel Dieu
2939,StopPoint:40:499,059440035:35,8680,Cergy Le Ht RER,Hôtel Dieu,StopPoint:Node:1658742802,STIVO,059440035:35,8680,Cergy-le-Haut RER,Hôtel Dieu
2944,StopPoint:40:500,059440035:35,8681,Cergy Le Ht RER,Quai du Pothuis,StopPoint:Node:544792657,STIVO,059440035:35,8681,Cergy-le-Haut RER,Quai du Pothuis
2945,StopPoint:40:500,059440035:35,8681,Cergy Le Ht RER,Quai du Pothuis,StopPoint:Node:544792657,STIVO,059440035:35,8681,Cergy-le-Haut RER,Quai du Pothuis
2950,StopPoint:40:501,059440035:35,8682,Cergy Le Ht RER,Cité Judiciaire,StopPoint:Node:544826494,STIVO,059440035:35,8682,Cergy-le-Haut RER,Cité Judiciaire
2951,StopPoint:40:501,059440035:35,8682,Cergy Le Ht RER,Cité Judiciaire,StopPoint:Node:544826494,STIVO,059440035:35,8682,Cergy-le-Haut RER,Cité Judiciaire
2956,StopPoint:40:502,059440035:35,8683,Cergy Le Ht RER,Citadelle,StopPoint:Node:1870238383,STIVO,059440035:35,8683,Cergy-le-Haut RER,Citadelle
2957,StopPoint:40:502,059440035:35,8683,Cergy Le Ht RER,Citadelle,StopPoint:Node:1870238383,STIVO,059440035:35,8683,Cergy-le-Haut RER,Citadelle
2962,StopPoint:40:503,059440035:35,8684,Cergy Le Ht RER,Cimetière Pontoise,StopPoint:Node:548892053,STIVO,059440035:35,8684,Cergy-le-Haut RER,Cimetière
2963,StopPoint:40:503,059440035:35,8684,Cergy Le Ht RER,Cimetière Pontoise,StopPoint:Node:548892053,STIVO,059440035:35,8684,Cergy-le-Haut RER,Cimetière
2968,StopPoint:40:504,059440035:35,8685,Cergy Le Ht RER,Lycée Pissarro,StopPoint:Node:548954053,STIVO,059440035:35,8685,Cergy-le-Haut RER,Lycée Pissarro
2969,StopPoint:40:504,059440035:35,8685,Cergy Le Ht RER,Lycée Pissarro,StopPoint:Node:548954053,STIVO,059440035:35,8685,Cergy-le-Haut RER,Lycée Pissarro
2976,StopPoint:40:505,059440035:35,8688,Cergy Le Ht RER,Hôpital R. Dubos,StopPoint:Node:1864119191,STIVO,059440035:35,8688,Cergy-le-Haut RER,Hôpital R. Dubos
2979,StopPoint:40:505,059440035:35,8688,Cergy Le Ht RER,Hôpital R. Dubos,StopPoint:Node:1864119191,STIVO,059440035:35,8688,Cergy-le-Haut RER,Hôpital R. Dubos
2993,StopPoint:40:505,059440035:35,8688,Pontoise Gare,Hôpital R. Dubos,StopPoint:Node:1864119191,STIVO,059440035:35,8688,Pontoise Gare,Hôpital R. Dubos
2994,StopPoint:40:505,059440035:35,8688,Pontoise Gare,Hôpital R. Dubos,StopPoint:Node:1864119191,STIVO,059440035:35,8688,Pontoise Gare,Hôpital R. Dubos
2998,StopPoint:40:506,059440035:35,8690,Cergy Le Ht RER,Ch. Bouticourt,StopPoint:Node:552091107,STIVO,059440035:35,8690,Cergy-le-Haut RER,Charles Bouticourt
2999,StopPoint:40:506,059440035:35,8690,Cergy Le Ht RER,Ch. Bouticourt,StopPoint:Node:552091107,STIVO,059440035:35,8690,Cergy-le-Haut RER,Charles Bouticourt
3006,StopPoint:40:507,059440035:35,8691,Cergy Le Ht RER,Place de la Paix,StopPoint:Node:5007789438,STIVO,059440035:35,8691,Cergy-le-Haut RER,Place de la Paix
3007,StopPoint:40:507,059440035:35,8691,Cergy Le Ht RER,Place de la Paix,StopPoint:Node:5007789438,STIVO,059440035:35,8691,Cergy-le-Haut RER,Place de la Paix
3014,StopPoint:40:508,059440035:35,8692,Cergy Le Ht RER,Nobel,StopPoint:Node:1870274010,STIVO,059440035:35,8692,Cergy-le-Haut RER,Nobel
3015,StopPoint:40:508,059440035:35,8692,Cergy Le Ht RER,Nobel,StopPoint:Node:1870274010,STIVO,059440035:35,8692,Cergy-le-Haut RER,Nobel
3022,StopPoint:40:509,059440035:35,8693,Cergy Le Ht RER,Les Louvrais,StopPoint:Node:1870276010,STIVO,059440035:35,8693,Cergy-le-Haut RER,Les Louvrais
3023,StopPoint:40:509,059440035:35,8693,Cergy Le Ht RER,Les Louvrais,StopPoint:Node:1870276010,STIVO,059440035:35,8693,Cergy-le-Haut RER,Les Louvrais
3028,StopPoint:40:510,059440035:35,8716,Cergy Le Ht RER,Oseraie,StopPoint:Node:627900728,STIVO,059440035:35,8716,Cergy-le-Haut RER,Oseraie
3031,StopPoint:40:510,059440035:35,8716,Cergy Le Ht RER,Oseraie,StopPoint:Node:627900728,STIVO,059440035:35,8716,Cergy-le-Haut RER,Oseraie
3037,StopPoint:40:510,059440035:35,8716,Pontoise Gare,Oseraie,StopPoint:Node:627900728,STIVO,059440035:35,8716,Pontoise Gare,Oseraie
3038,StopPoint:40:510,059440035:35,8716,Pontoise Gare,Oseraie,StopPoint:Node:627900728,STIVO,059440035:35,8716,Pontoise Gare,Oseraie
3040,StopPoint:40:511,059440035:35,8697,Cergy Le Ht RER,Réservoir,StopPoint:Node:627900761,STIVO,059440035:35,8697,Cergy-le-Haut RER,Réservoir
3041,StopPoint:40:511,059440035:35,8697,Cergy Le Ht RER,Réservoir,StopPoint:Node:627900761,STIVO,059440035:35,8697,Cergy-le-Haut RER,Réservoir
3044,StopPoint:40:512,059440035:35,8698,Cergy Le Ht RER,Voltigeurs,StopPoint:Node:1870311479,STIVO,059440035:35,8698,Cergy-le-Haut RER,Voltigeurs
3045,StopPoint:40:512,059440035:35,8698,Cergy Le Ht RER,Voltigeurs,StopPoint:Node:1870311479,STIVO,059440035:35,8698,Cergy-le-Haut RER,Voltigeurs
3048,StopPoint:40:513,059440035:35,8699,Cergy Le Ht RER,Montgeroult,StopPoint:Node:1141322012,STIVO,059440035:35,8699,Cergy-le-Haut RER,Montgeroult
3049,StopPoint:40:513,059440035:35,8699,Cergy Le Ht RER,Montgeroult,StopPoint:Node:1141322012,STIVO,059440035:35,8699,Cergy-le-Haut RER,Montgeroult
3052,StopPoint:40:514,059440035:35,8700,Cergy Le Ht RER,Chât. de Grouchy,StopPoint:Node:1870327409,STIVO,059440035:35,8700,Cergy-le-Haut RER,Château de Grouchy
3053,StopPoint:40:514,059440035:35,8700,Cergy Le Ht RER,Chât. de Grouchy,StopPoint:Node:1870327409,STIVO,059440035:35,8700,Cergy-le-Haut RER,Château de Grouchy
3056,StopPoint:40:515,059440035:35,8706,Cergy Le Ht RER,Le Verger,StopPoint:Node:1224713638,STIVO,059440035:35,8706,Cergy-le-Haut RER,Le Verger
3057,StopPoint:40:515,059440035:35,8706,Cergy Le Ht RER,Le Verger,StopPoint:Node:1224713638,STIVO,059440035:35,8706,Cergy-le-Haut RER,Le Verger
3060,StopPoint:40:516,059440035:35,8707,Cergy Le Ht RER,Centau. Martelet,StopPoint:Node:1224714471,STIVO,059440035:35,8707,Cergy-le-Haut RER,Centaure-Martelet
3061,StopPoint:40:516,059440035:35,8707,Cergy Le Ht RER,Centau. Martelet,StopPoint:Node:1224714471,STIVO,059440035:35,8707,Cergy-le-Haut RER,Centaure-Martelet
3064,StopPoint:40:517,059440035:35,8708,Cergy Le Ht RER,St Christ. RER,StopPoint:Node:4901138416,STIVO,059440035:35,8708,Cergy-le-Haut RER,Cergy Saint-Christophe
3065,StopPoint:40:517,059440035:35,8708,Cergy Le Ht RER,St Christ. RER,StopPoint:Node:4901138416,STIVO,059440035:35,8708,Cergy-le-Haut RER,Cergy Saint-Christophe
3066,StopPoint:40:518,059440035:35,8709,Cergy Le Ht RER,Musaraigne,StopPoint:Node:1870391622,STIVO,059440035:35,8709,Cergy-le-Haut RER,Musaraigne
3067,StopPoint:40:518,059440035:35,8709,Cergy Le Ht RER,Musaraigne,StopPoint:Node:1870391622,STIVO,059440035:35,8709,Cergy-le-Haut RER,Musaraigne
3068,StopPoint:40:519,059440035:35,8710,Cergy Le Ht RER,Belle Heaumière,StopPoint:Node:1870391613,STIVO,059440035:35,8710,Cergy-le-Haut RER,Belle Haumière
3069,StopPoint:40:519,059440035:35,8710,Cergy Le Ht RER,Belle Heaumière,StopPoint:Node:1870391613,STIVO,059440035:35,8710,Cergy-le-Haut RER,Belle Haumière
3070,StopPoint:40:520,059440035:35,8711,Cergy Le Ht RER,Hérons,StopPoint:Node:1224714220,STIVO,059440035:35,8711,Cergy-le-Haut RER,Hérons
3071,StopPoint:40:520,059440035:35,8711,Cergy Le Ht RER,Hérons,StopPoint:Node:1224714220,STIVO,059440035:35,8711,Cergy-le-Haut RER,Hérons
3072,StopPoint:40:521,059440035:35,8714,Cergy Le Ht RER,Jean Jaurès,StopPoint:Node:1870306151,STIVO,059440035:35,8714,Cergy-le-Haut RER,Jean Jaurès
3074,StopPoint:40:522,059440035:35,8678,Cergy Le Ht RER,Maison d'Arrêt,StopPoint:Node:1870281460,STIVO,059440035:35,8678,Cergy-le-Haut RER,Maison d'Arrêt
3077,StopPoint:40:522,059440035:35,8678,Cergy Le Ht RER,Maison d'Arrêt,StopPoint:Node:1870281460,STIVO,059440035:35,8678,Cergy-le-Haut RER,Maison d'Arrêt
3083,StopPoint:40:522,059440035:35,8678,Pontoise Gare,Maison d'Arrêt,StopPoint:Node:1870281460,STIVO,059440035:35,8678,Pontoise Gare,Maison d'Arrêt
3084,StopPoint:40:522,059440035:35,8678,Pontoise Gare,Maison d'Arrêt,StopPoint:Node:1870281460,STIVO,059440035:35,8678,Pontoise Gare,Maison d'Arrêt
3086,StopPoint:40:523,059440035:35,9321,Pontoise Gare,Cergy Le Ht RER,StopPoint:Node:1417482485,STIVO,059440035:35,9321,Pontoise Gare,Cergy-le-Haut
3087,StopPoint:40:523,059440035:35,9321,Pontoise Gare,Cergy Le Ht RER,StopPoint:Node:1417482485,STIVO,059440035:35,9321,Pontoise Gare,Cergy-le-Haut
3088,StopPoint:40:524,059440035:35,8601,Pontoise Gare,Hérons,StopPoint:Node:1224713544,STIVO,059440035:35,8601,Pontoise Gare,Hérons
3089,StopPoint:40:524,059440035:35,8601,Pontoise Gare,Hérons,StopPoint:Node:1224713544,STIVO,059440035:35,8601,Pontoise Gare,Hérons
3090,StopPoint:40:525,059440035:35,8602,Pontoise Gare,Belle Heaumière,StopPoint:Node:1870391606,STIVO,059440035:35,8602,Pontoise Gare,Belle Haumière
3091,StopPoint:40:525,059440035:35,8602,Pontoise Gare,Belle Heaumière,StopPoint:Node:1870391606,STIVO,059440035:35,8602,Pontoise Gare,Belle Haumière
3092,StopPoint:40:526,059440035:35,8603,Pontoise Gare,Musaraigne,StopPoint:Node:1870391617,STIVO,059440035:35,8603,Pontoise Gare,Musaraigne
3093,StopPoint:40:526,059440035:35,8603,Pontoise Gare,Musaraigne,StopPoint:Node:1870391617,STIVO,059440035:35,8603,Pontoise Gare,Musaraigne
3094,StopPoint:40:527,059440035:35,8604,Pontoise Gare,St Christ. RER,StopPoint:Node:4901138412,STIVO,059440035:35,8604,Pontoise Gare,Cergy Saint-Christophe
3095,StopPoint:40:527,059440035:35,8604,Pontoise Gare,St Christ. RER,StopPoint:Node:4901138412,STIVO,059440035:35,8604,Pontoise Gare,Cergy Saint-Christophe
3096,StopPoint:40:528,059440035:35,8605,Pontoise Gare,Centau. Martelet,StopPoint:Node:527328784,STIVO,059440035:35,8605,Pontoise Gare,Centaure-Martelet
3097,StopPoint:40:528,059440035:35,8605,Pontoise Gare,Centau. Martelet,StopPoint:Node:527328784,STIVO,059440035:35,8605,Pontoise Gare,Centaure-Martelet
3098,StopPoint:40:529,059440035:35,8606,Pontoise Gare,Le Verger,StopPoint:Node:1224714443,STIVO,059440035:35,8606,Pontoise Gare,Le Verger
3099,StopPoint:40:529,059440035:35,8606,Pontoise Gare,Le Verger,StopPoint:Node:1224714443,STIVO,059440035:35,8606,Pontoise Gare,Le Verger
3102,StopPoint:40:530,059440035:35,8612,Pontoise Gare,Chât. de Grouchy,StopPoint:Node:1870327412,STIVO,059440035:35,8612,Pontoise Gare,Château de Grouchy
3103,StopPoint:40:530,059440035:35,8612,Pontoise Gare,Chât. de Grouchy,StopPoint:Node:1870327412,STIVO,059440035:35,8612,Pontoise Gare,Château de Grouchy
3106,StopPoint:40:531,059440035:35,8613,Pontoise Gare,Montgeroult,StopPoint:Node:1870327439,STIVO,059440035:35,8613,Pontoise Gare,Montgeroult
3107,StopPoint:40:531,059440035:35,8613,Pontoise Gare,Montgeroult,StopPoint:Node:1870327439,STIVO,059440035:35,8613,Pontoise Gare,Montgeroult
3110,StopPoint:40:532,059440035:35,8614,Pontoise Gare,Voltigeurs,StopPoint:Node:1870311478,STIVO,059440035:35,8614,Pontoise Gare,Voltigeurs
3111,StopPoint:40:532,059440035:35,8614,Pontoise Gare,Voltigeurs,StopPoint:Node:1870311478,STIVO,059440035:35,8614,Pontoise Gare,Voltigeurs
3112,StopPoint:40:533,059440035:35,10126,Pontoise Gare,Réservoir,StopPoint:Node:1870309315,STIVO,059440035:35,10126,Pontoise Gare,Réservoir
3113,StopPoint:40:533,059440035:35,10126,Pontoise Gare,Réservoir,StopPoint:Node:1870309315,STIVO,059440035:35,10126,Pontoise Gare,Réservoir
3116,StopPoint:40:534,059440035:35,8618,Pontoise Gare,Boblingen,StopPoint:Node:551649197,STIVO,059440035:35,8618,Pontoise Gare,Boblingen
3117,StopPoint:40:534,059440035:35,8618,Pontoise Gare,Boblingen,StopPoint:Node:551649197,STIVO,059440035:35,8618,Pontoise Gare,Boblingen
3120,StopPoint:40:535,059440035:35,8619,Pontoise Gare,Les Louvrais,StopPoint:Node:1870276007,STIVO,059440035:35,8619,Pontoise Gare,Les Louvrais
3121,StopPoint:40:535,059440035:35,8619,Pontoise Gare,Les Louvrais,StopPoint:Node:1870276007,STIVO,059440035:35,8619,Pontoise Gare,Les Louvrais
3124,StopPoint:40:536,059440035:35,8620,Pontoise Gare,Nobel,StopPoint:Node:1870274005,STIVO,059440035:35,8620,Pontoise Gare,Nobel
3125,StopPoint:40:536,059440035:35,8620,Pontoise Gare,Nobel,StopPoint:Node:1870274005,STIVO,059440035:35,8620,Pontoise Gare,Nobel
3128,StopPoint:40:537,059440035:35,8621,Pontoise Gare,Place de la Paix,StopPoint:Node:5007789436,STIVO,059440035:35,8621,Pontoise Gare,Place de la Paix
3129,StopPoint:40:537,059440035:35,8621,Pontoise Gare,Place de la Paix,StopPoint:Node:5007789436,STIVO,059440035:35,8621,Pontoise Gare,Place de la Paix
3132,StopPoint:40:538,059440035:35,8622,Pontoise Gare,Ch. Bouticourt,StopPoint:Node:552091004,STIVO,059440035:35,8622,Pontoise Gare,Charles Bouticourt
3133,StopPoint:40:538,059440035:35,8622,Pontoise Gare,Ch. Bouticourt,StopPoint:Node:552091004,STIVO,059440035:35,8622,Pontoise Gare,Charles Bouticourt
3134,StopPoint:40:539,059440035:35,8626,Pontoise Gare,Lycée Pissarro,StopPoint:Node:1870248658,STIVO,059440035:35,8626,Pontoise Gare,Lycée Pissarro
3135,StopPoint:40:539,059440035:35,8626,Pontoise Gare,Lycée Pissarro,StopPoint:Node:1870248658,STIVO,059440035:35,8626,Pontoise Gare,Lycée Pissarro
3136,StopPoint:40:540,059440035:35,8627,Pontoise Gare,Cimetière Pontoise,StopPoint:Node:550179883,STIVO,059440035:35,8627,Pontoise Gare,Cimetière
3137,StopPoint:40:540,059440035:35,8627,Pontoise Gare,Cimetière Pontoise,StopPoint:Node:550179883,STIVO,059440035:35,8627,Pontoise Gare,Cimetière
3138,StopPoint:40:542,059440035:35,29577,Pontoise Gare,Cité Judiciaire,StopPoint:Node:544826473,STIVO,059440035:35,29577,Pontoise Gare,Cité Judiciaire
3139,StopPoint:40:542,059440035:35,29577,Pontoise Gare,Cité Judiciaire,StopPoint:Node:544826473,STIVO,059440035:35,29577,Pontoise Gare,Cité Judiciaire
3140,StopPoint:40:543,059440035:35,8630,Pontoise Gare,Quai du Pothuis,StopPoint:Node:544821344,STIVO,059440035:35,8630,Pontoise Gare,Quai du Pothuis
3141,StopPoint:40:543,059440035:35,8630,Pontoise Gare,Quai du Pothuis,StopPoint:Node:544821344,STIVO,059440035:35,8630,Pontoise Gare,Quai du Pothuis
3142,StopPoint:40:544,059440035:35,8631,Pontoise Gare,Hôtel Dieu,StopPoint:Node:508695987,STIVO,059440035:35,8631,Pontoise Gare,Hôtel Dieu
3143,StopPoint:40:544,059440035:35,8631,Pontoise Gare,Hôtel Dieu,StopPoint:Node:508695987,STIVO,059440035:35,8631,Pontoise Gare,Hôtel Dieu
3145,StopPoint:40:545,059440035:35,20065,Pontoise Gare,Stade C. Léon,StopPoint:Node:1870306152,STIVO,059440035:35,20065,Pontoise Gare,Stade C.Léon
3147,StopPoint:40:546,059440035:35,8615,Pontoise Gare,Jean Jaurès,StopPoint:Node:1870306150,STIVO,059440035:35,8615,Pontoise Gare,Jean Jaurès
3148,StopPoint:40:16,059440036:36,10140,Pontoise Gare,Plat. St Martin,StopPoint:Node:1864293434,STIVO,059440036:36,10140,Pontoise Gare,Plateau Saint-Martin
3149,StopPoint:40:17,059440036:36,9559,Pontoise Gare,Pontoise Gare,StopPoint:Node:4933999006,STIVO,059440036:36,9559,Pontoise Gare,Gare de Canrobert
3151,StopPoint:40:18,059440036:36,9611,Les Croizettes,Les Croizettes,StopPoint:Node:1224714179,STIVO,059440036:36,9611,Les Croizettes,Les Croizettes
3152,StopPoint:40:18,059440036:36,9611,Pontoise Gare,Les Croizettes,StopPoint:Node:1224714179,STIVO,059440036:36,9611,Pontoise Gare,Les Croizettes
3156,StopPoint:40:19,059440036:36,9577,Pontoise Gare,Rd Pt du Miroir,StopPoint:Node:1224713473,STIVO,059440036:36,9577,Pontoise Gare,Rond-Point du Miroir
3158,StopPoint:40:20,059440036:36,9578,Pontoise Gare,Fief à Cavan,StopPoint:Node:1864378071,STIVO,059440036:36,9578,Pontoise Gare,Fief à Caven
3160,StopPoint:40:22,059440036:36,8831,Les Croizettes,Pontoise Gare,StopPoint:Node:4991686491,STIVO,059440036:36,8831,Les Croizettes,Gare de Canrobert
3162,StopPoint:40:24,059440036:36,9597,Les Croizettes,Cité Artisanale,StopPoint:Node:619157630,STIVO,059440036:36,9597,Les Croizettes,Cité Artisanale
3164,StopPoint:40:25,059440036:36,9598,Les Croizettes,Linandes Oranges,StopPoint:Node:1864322192,STIVO,059440036:36,9598,Les Croizettes,Les Linandes Orange
3166,StopPoint:40:26,059440036:36,9599,Les Croizettes,Les Heuruelles,StopPoint:Node:1864322189,STIVO,059440036:36,9599,Les Croizettes,Les Heuruelles
3168,StopPoint:40:27,059440036:36,9600,Les Croizettes,La Sébille,StopPoint:Node:1864322188,STIVO,059440036:36,9600,Les Croizettes,La Sébille
3170,StopPoint:40:28,059440036:36,9601,Les Croizettes,Rd Pt Haut Gency,StopPoint:Node:1864322195,STIVO,059440036:36,9601,Les Croizettes,Rond-Point du Haut de Cengy
3172,StopPoint:40:29,059440036:36,9602,Les Croizettes,Martelet,StopPoint:Node:527360298,STIVO,059440036:36,9602,Les Croizettes,Martelet
3174,StopPoint:40:3,059440036:36,10128,Les Croizettes,Plat. St Martin,StopPoint:Node:1864293431,STIVO,059440036:36,10128,Les Croizettes,Plateau Saint-Martin
3176,StopPoint:40:30,059440036:36,9603,Les Croizettes,Rd pt du Tilleul,StopPoint:Node:527360369,STIVO,059440036:36,9603,Les Croizettes,Rond-Point du Tilleul
3178,StopPoint:40:31,059440036:36,9604,Les Croizettes,Rd Pt du Cèdre,StopPoint:Node:307710366,STIVO,059440036:36,9604,Les Croizettes,Rond-Point du Cèdre
3180,StopPoint:40:32,059440036:36,9605,Les Croizettes,Av de l'Embellie,StopPoint:Node:1224713802,STIVO,059440036:36,9605,Les Croizettes,Avenue de l'Embellie
3182,StopPoint:40:33,059440036:36,9606,Les Croizettes,Rd Pt du Chêne,StopPoint:Node:1864384051,STIVO,059440036:36,9606,Les Croizettes,Rond-Point du Chêne
3184,StopPoint:40:34,059440036:36,9607,Les Croizettes,Les Essarts,StopPoint:Node:1224714321,STIVO,059440036:36,9607,Les Croizettes,Les Essarts
3186,StopPoint:40:35,059440036:36,8662,Les Croizettes,Rd Pt du Golf,StopPoint:Node:307715452,STIVO,059440036:36,8662,Les Croizettes,Rond-Point du Golf
3188,StopPoint:40:36,059440036:36,8663,Les Croizettes,L'Orangerie,StopPoint:Node:307715852,STIVO,059440036:36,8663,Les Croizettes,L'Orangerie
3190,StopPoint:40:37,059440036:36,8921,Les Croizettes,Cergy Le Ht RER,StopPoint:Node:1417482483,STIVO,059440036:36,8921,Les Croizettes,Cergy-le-Haut
3191,StopPoint:40:38,059440036:36,9609,Les Croizettes,Fief à Cavan,StopPoint:Node:1864364272,STIVO,059440036:36,9609,Les Croizettes,Fief à Caven
3192,StopPoint:40:39,059440036:36,9610,Les Croizettes,Rd Pt du Miroir,StopPoint:Node:1224714043,STIVO,059440036:36,9610,Les Croizettes,Rond-Point du Miroir
3193,StopPoint:40:40,059440036:36,9579,Pontoise Gare,Cergy Le Ht RER,StopPoint:Node:2458082813,STIVO,059440036:36,9579,Pontoise Gare,Cergy-le-Haut
3194,StopPoint:40:41,059440036:36,8718,Pontoise Gare,L'Orangerie,StopPoint:Node:304815760,STIVO,059440036:36,8718,Pontoise Gare,L'Orangerie
3195,StopPoint:40:42,059440036:36,9583,Pontoise Gare,Les Essarts,StopPoint:Node:1864379678,STIVO,059440036:36,9583,Pontoise Gare,Les Essarts
3196,StopPoint:40:43,059440036:36,9584,Pontoise Gare,Rd Pt du Chêne,StopPoint:Node:1800525101,STIVO,059440036:36,9584,Pontoise Gare,Rond-Point du Chêne
3197,StopPoint:40:44,059440036:36,9585,Pontoise Gare,Av de l'Embellie,StopPoint:Node:1224714460,STIVO,059440036:36,9585,Pontoise Gare,Avenue de l'Embellie
3198,StopPoint:40:45,059440036:36,9586,Pontoise Gare,Rd Pt du Cèdre,StopPoint:Node:1864331439,STIVO,059440036:36,9586,Pontoise Gare,Rond-Point du Cèdre
3199,StopPoint:40:46,059440036:36,9587,Pontoise Gare,Rd pt du Tilleul,StopPoint:Node:1864390916,STIVO,059440036:36,9587,Pontoise Gare,Rond-Point du Tilleul
3200,StopPoint:40:47,059440036:36,9588,Pontoise Gare,Martelet,StopPoint:Node:527360194,STIVO,059440036:36,9588,Pontoise Gare,Martelet
3201,StopPoint:40:48,059440036:36,9589,Pontoise Gare,Rd Pt Haut Gency,StopPoint:Node:1417484970,STIVO,059440036:36,9589,Pontoise Gare,Rond-Point du Haut de Cengy
3202,StopPoint:40:49,059440036:36,9590,Pontoise Gare,La Sébille,StopPoint:Node:1417484849,STIVO,059440036:36,9590,Pontoise Gare,La Sébille
3203,StopPoint:40:50,059440036:36,9591,Pontoise Gare,Les Heuruelles,StopPoint:Node:1864399358,STIVO,059440036:36,9591,Pontoise Gare,Les Heuruelles
3204,StopPoint:40:51,059440036:36,9592,Pontoise Gare,Linandes Oranges,StopPoint:Node:1417484791,STIVO,059440036:36,9592,Pontoise Gare,Les Linandes Orange
3205,StopPoint:40:52,059440036:36,416809,Pontoise Gare,Cité Artisanale,StopPoint:Node:620019834,STIVO,059440036:36,416809,Pontoise Gare,Cité Artisanale
3206,StopPoint:40:53,059440036:36,9594,Pontoise Gare,Marjoberts,StopPoint:Node:619157602,STIVO,059440036:36,9594,Pontoise Gare,Les Marjoberts
3207,StopPoint:40:54,059440036:36,9595,Pontoise Gare,Université des Chênes,StopPoint:Node:619157601,STIVO,059440036:36,9595,Pontoise Gare,Université des Chênes
3208,StopPoint:40:100,059440038:38,8938,Préfecture RER,Les Grouettes,StopPoint:Node:1866033587,STIVO,059440038:38,8938,Préfecture RER,Les Grouettes
3209,StopPoint:40:100,059440038:38,8938,Préfecture RER,Les Grouettes,StopPoint:Node:1866033587,STIVO,059440038:38,8938,Préfecture RER,Les Grouettes
3210,StopPoint:40:101,059440038:38,10118,Préfecture RER,Préfecture RER,StopPoint:Node:4989295827,STIVO,059440038:38,10118,Préfecture RER,Cergy Préfecture
3211,StopPoint:40:101,059440038:38,10118,Préfecture RER,Préfecture RER,StopPoint:Node:4989295827,STIVO,059440038:38,10118,Préfecture RER,Cergy Préfecture
3212,StopPoint:40:13,059440038:38,10137,Préfecture RER,Conseil Départemental,StopPoint:Node:617854915,STIVO,059440038:38,10137,Préfecture RER,Conseil Départemental
3213,StopPoint:40:13,059440038:38,10137,Préfecture RER,Conseil Départemental,StopPoint:Node:617854915,STIVO,059440038:38,10137,Préfecture RER,Conseil Départemental
3214,StopPoint:40:14,059440038:38,10138,Préfecture RER,Les Plants,StopPoint:Node:617854939,STIVO,059440038:38,10138,Préfecture RER,Les Plants
3215,StopPoint:40:14,059440038:38,10138,Préfecture RER,Les Plants,StopPoint:Node:617854939,STIVO,059440038:38,10138,Préfecture RER,Les Plants
3218,StopPoint:40:4,059440038:38,10129,La Taillette,Préfecture RER,StopPoint:Node:2192574970,STIVO,059440038:38,10129,La Taillette,Cergy Préfecture
3221,StopPoint:40:4,059440038:38,10129,Le Port,Préfecture RER,StopPoint:Node:2192574970,STIVO,059440038:38,10129,Le Port,Cergy Préfecture
3224,StopPoint:40:55,059440038:38,8949,La Taillette,Les Plants,StopPoint:Node:617854938,STIVO,059440038:38,8949,La Taillette,Les Plants
3227,StopPoint:40:55,059440038:38,8949,Le Port,Les Plants,StopPoint:Node:617854938,STIVO,059440038:38,8949,Le Port,Les Plants
3230,StopPoint:40:56,059440038:38,8950,La Taillette,Conseil Départemental,StopPoint:Node:617854913,STIVO,059440038:38,8950,La Taillette,Conseil Départemental
3233,StopPoint:40:56,059440038:38,8950,Le Port,Conseil Départemental,StopPoint:Node:617854913,STIVO,059440038:38,8950,Le Port,Conseil Départemental
3236,StopPoint:40:57,059440038:38,8951,La Taillette,Les Grouettes,StopPoint:Node:1864425136,STIVO,059440038:38,8951,La Taillette,Les Grouettes
3239,StopPoint:40:57,059440038:38,8951,Le Port,Les Grouettes,StopPoint:Node:1864425136,STIVO,059440038:38,8951,Le Port,Les Grouettes
3242,StopPoint:40:58,059440038:38,8952,La Taillette,Paradis,StopPoint:Node:1864425155,STIVO,059440038:38,8952,La Taillette,Paradis
3245,StopPoint:40:58,059440038:38,8952,Le Port,Paradis,StopPoint:Node:1864425155,STIVO,059440038:38,8952,Le Port,Paradis
3247,StopPoint:40:59,059440038:38,8983,La Taillette,Le Port,StopPoint:Node:4596696547,STIVO,059440038:38,8983,La Taillette,Le Port
3249,StopPoint:40:61,059440038:38,8985,La Taillette,Place de la Libération,StopPoint:Node:1864425142,STIVO,059440038:38,8985,La Taillette,Place de la Libération
3251,StopPoint:40:62,059440038:38,8986,La Taillette,Sentier,StopPoint:Node:1535565653,STIVO,059440038:38,8986,La Taillette,Sentier
3253,StopPoint:40:63,059440038:38,8987,La Taillette,Menandon,StopPoint:Node:1864444107,STIVO,059440038:38,8987,La Taillette,Menandon
3255,StopPoint:40:64,059440038:38,8988,La Taillette,Gency,StopPoint:Node:1864444097,STIVO,059440038:38,8988,La Taillette,Gency
3257,StopPoint:40:65,059440038:38,8989,La Taillette,Maison Vallerand,StopPoint:Node:1864444103,STIVO,059440038:38,8989,La Taillette,Maison Vallerand
3259,StopPoint:40:66,059440038:38,21760,La Taillette,La Croix Lieu,StopPoint:Node:307714867,STIVO,059440038:38,21760,La Taillette,La Croix-Lieu
