,gtfs_stop_id,gtfs_route_id,gtfs_ZDEr_ID_REF_A,gtfs_dest_name,gtfs_stop_name,osm_stop_id,gtfs_agency_name,osm_osm:ref:FR:STIF:ExternalCode_Line,osm_osm:ref:FR:STIF,osm_destination,osm_name
5895,StopPoint:16:19246,019248006:E,32226,Gare du Vésinet Centre,Verdun,StopPoint:Node:5717925684,Bus en Seine,019248006:E,32226,Gare du Vésinet Centre,Verdun
5896,StopPoint:16:19247,019248006:E,32227,Gare de Chatou - Croissy,Verdun,StopPoint:Node:5717925667,Bus en Seine,019248006:E,32227,Gare de Chatou - Croissy,Verdun
5898,StopPoint:16:19248,019248006:E,32228,Gare de Chatou - Croissy,Ecole Princesse,StopPoint:Node:5937935983,Bus en Seine,019248006:E,32228,Gare de Chatou - Croissy,Verdun École
5900,StopPoint:16:19249,019248006:E,32229,Gare de Chatou - Croissy,Henri Régnault,StopPoint:Node:5937935982,Bus en Seine,019248006:E,32229,Gare de Chatou - Croissy,Henri Régnault
5901,StopPoint:16:19431,019248006:E,32327,Gare du Vésinet Centre,Gare du Vésinet Centre,StopPoint:Node:5717925680,Bus en Seine,019248006:E,32327,Gare du Vésinet Centre,Gare du Vésinet Centre
5902,StopPoint:16:19432,019248006:E,32328,Gare de Chatou - Croissy,Chapelle,StopPoint:Node:4269667282,Bus en Seine,019248006:E,32328,Gare de Chatou - Croissy,La Chapelle
5903,StopPoint:16:19474,019248006:E,411954,Gare de Chatou - Croissy,Gare de Chatou - Croissy,StopPoint:Node:5717925664,Bus en Seine,019248006:E,411954,Gare de Chatou - Croissy,Gare de Chatou - Croissy
5906,StopPoint:16:19024,019248007:B,32029,Gare de Sartrouville,Centre Commercial Carrefour,StopPoint:Node:4757937893,Bus en Seine,019248007:B,32029,Gare de Sartrouville,Centre Commercial
5909,StopPoint:16:19041,019248007:B,32045,Gare de Sartrouville,Jardins Familiaux,StopPoint:Node:5535353020,Bus en Seine,019248007:B,32045,Gare de Sartrouville,Cimetière
5912,StopPoint:16:19065,019248007:B,32065,Gare de Sartrouville,Eglise,StopPoint:Node:5535379148,Bus en Seine,019248007:B,32065,Gare de Sartrouville,Église
5915,StopPoint:16:19068,019248007:B,32068,Gare de Sartrouville,Ferdinand Buisson,StopPoint:Node:4325216579,Bus en Seine,019248007:B,32068,Gare de Sartrouville,Ferdinand Buisson
5916,StopPoint:16:19086,019248007:B,32082,Gare de Sartrouville,Gare de Sartrouville,StopPoint:Node:5811800400,Bus en Seine,019248007:B,32082,Gare de Sartrouville,Gare de Sartrouville
5917,StopPoint:16:19130,019248007:B,32120,Gare de Sartrouville,La Tour,StopPoint:Node:4405050350,Bus en Seine,019248007:B,32120,Gare de Sartrouville,La Tour
5918,StopPoint:16:19131,019248007:B,32121,Gare de Sartrouville,Général Leclerc,StopPoint:Node:1755237854,Bus en Seine,019248007:B,32121,Gare de Sartrouville,Général Leclerc
5921,StopPoint:16:19166,019248007:B,32151,Gare de Sartrouville,Montgolfier,StopPoint:Node:5535353018,Bus en Seine,019248007:B,32151,Gare de Sartrouville,Montgolfier
5924,StopPoint:16:19182,019248007:B,32167,Gare de Sartrouville,Péri Borde,StopPoint:Node:4757939483,Bus en Seine,019248007:B,32167,Gare de Sartrouville,Péri Borde
5927,StopPoint:16:19237,019248007:B,32219,Gare de Sartrouville,Strasbourg,StopPoint:Node:4321003799,Bus en Seine,019248007:B,32219,Gare de Sartrouville,Strasbourg
5930,StopPoint:16:19243,019248007:B,32223,Gare de Sartrouville,Théophile Roussel,StopPoint:Node:5535378936,Bus en Seine,019248007:B,32223,Gare de Sartrouville,Théophile Roussel
5931,StopPoint:16:19251,019248007:B,32230,Gare de Sartrouville,Victor Hugo,StopPoint:Node:5535380921,Bus en Seine,019248007:B,32230,Gare de Sartrouville,Victor Hugo
5932,StopPoint:16:19444,019248007:B,32336,Gare de Sartrouville,Aristide Briand,StopPoint:Node:5535380922,Bus en Seine,019248007:B,32336,Gare de Sartrouville,Aristide Briand
5939,StopPoint:16:19026,019248009:F,32031,La Tour,Collège Pablo Picasso,StopPoint:Node:5617993821,Bus en Seine,019248009:F,32031,La Tour,Collège Pablo Picasso
5941,StopPoint:16:19040,019248009:F,32044,La Tour,Cimetière,StopPoint:Node:4405448102,Bus en Seine,019248009:F,32044,La Tour,Cimetière
5942,StopPoint:16:19050,019248009:F,32053,Gare du Vésinet - Le Pecq,Cormeilles,StopPoint:Node:5617993829,Bus en Seine,019248009:F,32053,Gare du Vésinet le Pecq,Cormeilles
5944,StopPoint:16:19051,019248009:F,32054,La Tour,Cormeilles,StopPoint:Node:5617993824,Bus en Seine,019248009:F,32054,La Tour,Cormeilles
5945,StopPoint:16:19056,019248009:F,32057,Gare du Vésinet - Le Pecq,Curie Pages,StopPoint:Node:5617993830,Bus en Seine,019248009:F,32057,Gare du Vésinet le Pecq,Curie - Pages
5947,StopPoint:16:19057,019248009:F,32058,La Tour,Curie Pages,StopPoint:Node:5617993822,Bus en Seine,019248009:F,32058,La Tour,Curie - Pages
5948,StopPoint:16:19064,019248009:F,32064,La Tour,Marais,StopPoint:Node:5535380284,Bus en Seine,019248009:F,32064,La Tour,Marais
5950,StopPoint:16:19084,019248009:F,32080,Gare du Vésinet - Le Pecq,Gare du Vésinet - Le Pecq,StopPoint:Node:311877068,Bus en Seine,019248009:F,32080,Gare du Vésinet le Pecq,Gare du Vésinet - Le Pecq
5953,StopPoint:16:19084,019248009:F,32080,La Tour,Gare du Vésinet - Le Pecq,StopPoint:Node:311877068,Bus en Seine,019248009:F,32080,La Tour,Gare du Vésinet - Le Pecq
5956,StopPoint:16:19130,019248009:F,32120,Gare du Vésinet - Le Pecq,La Tour,StopPoint:Node:4405050350,Bus en Seine,019248009:F,32120,Gare du Vésinet le Pecq,La Tour
5957,StopPoint:16:19131,019248009:F,32121,La Tour,Général Leclerc,StopPoint:Node:1755237854,Bus en Seine,019248009:F,32121,La Tour,Général Leclerc
5959,StopPoint:16:19156,019248009:F,32143,La Tour,Franklin Roosevelt,StopPoint:Node:5617993826,Bus en Seine,019248009:F,32143,La Tour,Merlettes - Roosevelt
5960,StopPoint:16:19157,019248009:F,32144,Gare du Vésinet - Le Pecq,Stade des Merlettes,StopPoint:Node:5617993827,Bus en Seine,019248009:F,32144,Gare du Vésinet le Pecq,Merlettes - Stade
5962,StopPoint:16:19158,019248009:F,32145,La Tour,Stade des Merlettes,StopPoint:Node:5617993825,Bus en Seine,019248009:F,32145,La Tour,Merlettes - Stade
5963,StopPoint:16:19220,019248009:F,32203,Gare du Vésinet - Le Pecq,Sablons Darcis,StopPoint:Node:4322031633,Bus en Seine,019248009:F,32203,Gare du Vésinet le Pecq,Sablons - Darcis
5965,StopPoint:16:19241,019248009:F,32221,La Tour,Terres Blanches,StopPoint:Node:5617993823,Bus en Seine,019248009:F,32221,La Tour,Terres Blanches
5966,StopPoint:16:19251,019248009:F,32230,La Tour,Victor Hugo,StopPoint:Node:5535380921,Bus en Seine,019248009:F,32230,La Tour,Victor Hugo
5967,StopPoint:16:19447,019248009:F,32339,Gare du Vésinet - Le Pecq,Cimetière,StopPoint:Node:4405448101,Bus en Seine,019248009:F,32339,Gare du Vésinet le Pecq,Cimetière
5968,StopPoint:16:19448,019248009:F,32340,Gare du Vésinet - Le Pecq,Roger Salengro,StopPoint:Node:5617993828,Bus en Seine,019248009:F,32340,Gare du Vésinet le Pecq,Salengro - Merlettes
5969,StopPoint:16:19051,019248012:P,32054,Gare de Houilles - Carrières-sur-Seine,Cormeilles,StopPoint:Node:5617993824,Bus en Seine,019248012:P,32054,Gare de Houilles-Carrières sur Seine,Cormeilles
5980,StopPoint:16:19079,019248019:C,32078,Gare du Vésinet - Le Pecq,Gare de Houilles - Carrières-sur-Seine,StopPoint:Node:1867284136,Bus en Seine,019248019:C,32078,Gare du Vésinet Le Pecq,Gare de Houilles Carrières-sur-Seine
5983,StopPoint:16:19470,019248019:C,32358,Gare de Houilles - Carrières-sur-Seine,Gare de Houilles - Carrières-sur-Seine,StopPoint:Node:1867284136,Bus en Seine,019248019:C,32358,Gare de Houilles Carrières-sur-Seine,Gare de Houilles Carrières-sur-Seine
5986,StopPoint:16:19078,019248020:M,411953,Gare du Vésinet - Le Pecq,Gare de Chatou - Croissy,StopPoint:Node:1730998221,Bus en Seine,019248020:M,411953,Gare du Vésinet - Le Pecq,Gare de Chatou - Croissy
5987,StopPoint:16:19083,019248020:M,411956,Gare de Chatou - Croissy,Gare du Vésinet - Le Pecq,StopPoint:Node:5761221485,Bus en Seine,019248020:M,411956,Gare de Chatou - Croissy,Gare du Vésinet - Le Pecq
5989,StopPoint:16:19087,019248020:M,32083,Gare de Chatou - Croissy,Gare du Vésinet Centre,StopPoint:Node:5717925671,Bus en Seine,019248020:M,32083,Gare de Chatou - Croissy,Gare du Vésinet Centre
5991,StopPoint:16:19197,019248020:M,32182,Gare du Vésinet - Le Pecq,Princesse Croissy,StopPoint:Node:5717925682,Bus en Seine,019248020:M,32182,Gare du Vésinet - Le Pecq,Princesse - Croissy
5992,StopPoint:16:19198,019248020:M,32183,Gare de Chatou - Croissy,Président Roosevelt,StopPoint:Node:5717925670,Bus en Seine,019248020:M,32183,Gare de Chatou - Croissy,Princesse - Roosevelt
5994,StopPoint:16:19199,019248020:M,32184,Gare du Vésinet - Le Pecq,Président Roosevelt,StopPoint:Node:5717925681,Bus en Seine,019248020:M,32184,Gare du Vésinet - Le Pecq,Princesse - Roosevelt
5996,StopPoint:16:19212,019248020:M,32196,Gare du Vésinet - Le Pecq,La Roseraie,StopPoint:Node:5717925685,Bus en Seine,019248020:M,32196,Gare du Vésinet - Le Pecq,La Roseraie
5997,StopPoint:16:19213,019248020:M,32197,Gare de Chatou - Croissy,La Roseraie,StopPoint:Node:5717925666,Bus en Seine,019248020:M,32197,Gare de Chatou - Croissy,La Roseraie
5999,StopPoint:16:19246,019248020:M,32226,Gare du Vésinet - Le Pecq,Verdun,StopPoint:Node:5717925684,Bus en Seine,019248020:M,32226,Gare du Vésinet - Le Pecq,Verdun
6000,StopPoint:16:19247,019248020:M,32227,Gare de Chatou - Croissy,Verdun,StopPoint:Node:5717925667,Bus en Seine,019248020:M,32227,Gare de Chatou - Croissy,Verdun
6001,StopPoint:16:19342,019248020:M,32269,Gare de Chatou - Croissy,Lycée Alain,StopPoint:Node:5717925674,Bus en Seine,019248020:M,32269,Gare de Chatou - Croissy,Lycée Alain
6003,StopPoint:16:19343,019248020:M,32270,Gare du Vésinet - Le Pecq,Lycée Alain,StopPoint:Node:5717925677,Bus en Seine,019248020:M,32270,Gare du Vésinet - Le Pecq,Lycée Alain
6004,StopPoint:16:19344,019248020:M,32271,Gare de Chatou - Croissy,Allée de la Gare,StopPoint:Node:5717925673,Bus en Seine,019248020:M,32271,Gare de Chatou - Croissy,Allée de la Gare
6006,StopPoint:16:19345,019248020:M,32272,Gare du Vésinet - Le Pecq,Allée de la Gare,StopPoint:Node:5717925678,Bus en Seine,019248020:M,32272,Gare du Vésinet - Le Pecq,Allée de la Gare
6007,StopPoint:16:19351,019248020:M,32276,Gare de Chatou - Croissy,Carrefour de la Croix,StopPoint:Node:5717925668,Bus en Seine,019248020:M,32276,Gare de Chatou - Croissy,Carrefour de la Croix
6009,StopPoint:16:19352,019248020:M,32277,Gare du Vésinet - Le Pecq,Carrefour de la Croix,StopPoint:Node:5717925683,Bus en Seine,019248020:M,32277,Gare du Vésinet - Le Pecq,Carrefour de la Croix
6010,StopPoint:16:19428,019248020:M,32324,Gare de Chatou - Croissy,Princesse Croissy,StopPoint:Node:4664170569,Bus en Seine,019248020:M,32324,Gare de Chatou - Croissy,Princesse - Croissy
6012,StopPoint:16:19429,019248020:M,32325,Gare du Vésinet - Le Pecq,Emile Thiébaut,StopPoint:Node:5717925679,Bus en Seine,019248020:M,32325,Gare du Vésinet - Le Pecq,Émile Thiebaut
6013,StopPoint:16:19430,019248020:M,32326,Gare de Chatou - Croissy,Emile Thiébaut,StopPoint:Node:5717925672,Bus en Seine,019248020:M,32326,Gare de Chatou - Croissy,Émile Thiebaut
6015,StopPoint:16:19431,019248020:M,32327,Gare du Vésinet - Le Pecq,Gare du Vésinet Centre,StopPoint:Node:5717925680,Bus en Seine,019248020:M,32327,Gare du Vésinet - Le Pecq,Gare du Vésinet Centre
6016,StopPoint:16:19432,019248020:M,32328,Gare de Chatou - Croissy,Chapelle,StopPoint:Node:4269667282,Bus en Seine,019248020:M,32328,Gare de Chatou - Croissy,La Chapelle
6020,StopPoint:16:19473,019248020:M,411957,Gare du Vésinet - Le Pecq,Gare du Vésinet - Le Pecq,StopPoint:Node:5761221485,Bus en Seine,019248020:M,411957,Gare du Vésinet - Le Pecq,Gare du Vésinet - Le Pecq
6021,StopPoint:16:19474,019248020:M,411954,Gare de Chatou - Croissy,Gare de Chatou - Croissy,StopPoint:Node:5717925664,Bus en Seine,019248020:M,411954,Gare de Chatou - Croissy,Gare de Chatou - Croissy
6023,StopPoint:62:30061,020149002:2,12070,ZAC du Moulin,Antony RER,StopPoint:Node:5610832522,Paladin,020149002:2,12070,ZAC du Moulin,Antony RER
6024,StopPoint:62:30063,020149002:2,12072,Antony RER,Antony RER,StopPoint:Node:5680690430,Paladin,020149002:2,12072,Antony RER,Antony RER
6025,StopPoint:62:30100,020149002:2,12076,Antony RER,Armand Guillebaud,StopPoint:Node:5680690433,Paladin,020149002:2,12076,Antony RER,Armand Guillebaud
6027,StopPoint:62:30120,020149002:2,12079,ZAC du Moulin,Aubépine,StopPoint:Node:4323232001,Paladin,020149002:2,12079,ZAC du Moulin,Aubépine
6028,StopPoint:62:30121,020149002:2,12080,Antony RER,Aubépine,StopPoint:Node:4323232002,Paladin,020149002:2,12080,Antony RER,Aubépine
6029,StopPoint:62:30380,020149002:2,12106,Antony RER,Champagne,StopPoint:Node:5680690440,Paladin,020149002:2,12106,Antony RER,Champagne
6031,StopPoint:62:30381,020149002:2,12107,ZAC du Moulin,Champagne,StopPoint:Node:5680690449,Paladin,020149002:2,12107,ZAC du Moulin,Champagne
6032,StopPoint:62:30740,020149002:2,12150,Antony RER,Émile Seitz,StopPoint:Node:5680690437,Paladin,020149002:2,12150,Antony RER,Émile Seitz
6034,StopPoint:62:30741,020149002:2,12151,ZAC du Moulin,Émile Seitz,StopPoint:Node:5451526631,Paladin,020149002:2,12151,ZAC du Moulin,Émile Seitz
6035,StopPoint:62:30870,020149002:2,12169,Antony RER,François Sommer,StopPoint:Node:5680690443,Paladin,020149002:2,12169,Antony RER,François Sommer
6036,StopPoint:62:30881,020149002:2,12170,ZAC du Moulin,François Sommer,StopPoint:Node:4326669599,Paladin,020149002:2,12170,ZAC du Moulin,François Sommer
6037,StopPoint:62:31150,020149002:2,12203,Antony RER,Joseph Delon,StopPoint:Node:5680690432,Paladin,020149002:2,12203,Antony RER,Joseph Delon
6038,StopPoint:62:31350,020149002:2,12232,Antony RER,Léon Jouhaux,StopPoint:Node:1737169167,Paladin,020149002:2,12232,Antony RER,Léon Jouhaux
6040,StopPoint:62:31351,020149002:2,12233,ZAC du Moulin,Léon Jouhaux,StopPoint:Node:1738544528,Paladin,020149002:2,12233,ZAC du Moulin,Léon Jouhaux
6042,StopPoint:62:31460,020149002:2,12246,ZAC du Moulin,Les Fleurs,StopPoint:Node:5680690456,Paladin,020149002:2,12246,ZAC du Moulin,Les Fleurs
6044,StopPoint:62:31530,020149002:2,12252,ZAC du Moulin,Les Rabats,StopPoint:Node:5412610924,Paladin,020149002:2,12252,ZAC du Moulin,Les Rabats-A.Guillebaud
6045,StopPoint:62:31531,020149002:2,12253,Antony RER,Les Rabats,StopPoint:Node:5680690435,Paladin,020149002:2,12253,Antony RER,Les Rabats-A.Guillebaud
6047,StopPoint:62:31590,020149002:2,12262,ZAC du Moulin,Lycée Descartes,StopPoint:Node:5463009186,Paladin,020149002:2,12262,ZAC du Moulin,Lycée Descartes
6048,StopPoint:62:31591,020149002:2,12263,Antony RER,Lycée Descartes,StopPoint:Node:5463009187,Paladin,020149002:2,12263,Antony RER,Lycée Descartes
6050,StopPoint:62:31720,020149002:2,12275,ZAC du Moulin,Marché,StopPoint:Node:5610798321,Paladin,020149002:2,12275,ZAC du Moulin,Marché
6051,StopPoint:62:31860,020149002:2,12288,Antony RER,Nations Unies,StopPoint:Node:4319863962,Paladin,020149002:2,12288,Antony RER,Nations Unies
6052,StopPoint:62:31861,020149002:2,12289,ZAC du Moulin,Nations Unies,StopPoint:Node:4319863961,Paladin,020149002:2,12289,ZAC du Moulin,Nations Unies
6054,StopPoint:62:32381,020149002:2,12337,ZAC du Moulin,ZAC du Moulin,StopPoint:Node:4319803498,Paladin,020149002:2,12337,ZAC du Moulin,ZAC du Moulin
6055,StopPoint:62:32381,020149002:2,12337,Antony RER,ZAC du Moulin,StopPoint:Node:4319803498,Paladin,020149002:2,12337,Antony RER,ZAC du Moulin
6057,StopPoint:62:32850,020149002:2,19911,Antony RER,Collège Henri-Georges Adam,StopPoint:Node:4325804327,Paladin,020149002:2,19911,Antony RER,Collège Henri-Georges Adam
6059,StopPoint:62:32851,020149002:2,19912,ZAC du Moulin,Collège Henri-Georges Adam,StopPoint:Node:5451526627,Paladin,020149002:2,19912,ZAC du Moulin,Collège Henri-Georges Adam
6060,StopPoint:62:32910,020149002:2,23033,Antony RER,Bel Air,StopPoint:Node:5680690444,Paladin,020149002:2,23033,Antony RER,Bel Air
6062,StopPoint:62:32932,020149002:2,29046,ZAC du Moulin,Pont d'Antony,StopPoint:Node:3451961112,Paladin,020149002:2,29046,ZAC du Moulin,Pont d'Antony
6064,StopPoint:62:32990,020149002:2,29052,ZAC du Moulin,Lycée Monod,StopPoint:Node:5454579530,Paladin,020149002:2,29052,ZAC du Moulin,Lycée Monod
6065,StopPoint:62:32991,020149002:2,29053,Antony RER,Lycée Monod,StopPoint:Node:5454579529,Paladin,020149002:2,29053,Antony RER,Lycée Monod
6066,StopPoint:62:36011,020149002:2,12224,Antony RER,Espace Vasarely,StopPoint:Node:5680690431,Paladin,020149002:2,12224,Antony RER,Espace Vasarely
6067,StopPoint:62:30140,020149004:4,12082,Cimetière Nouveau,Belvédère,StopPoint:Node:5712921242,Paladin,020149004:4,12082,Cimetière Nouveau,Belvédère
6068,StopPoint:62:30141,020149004:4,12083,La Croix de Berny RER,Belvédère,StopPoint:Node:5712921223,Paladin,020149004:4,12083,La Croix de Berny RER,Belvédère
6070,StopPoint:62:30480,020149004:4,12118,Cimetière Nouveau,Cimetière Nouveau,StopPoint:Node:5712921233,Paladin,020149004:4,12118,Cimetière Nouveau,Cimetière Nouveau
6071,StopPoint:62:30480,020149004:4,12118,La Croix de Berny RER,Cimetière Nouveau,StopPoint:Node:5712921233,Paladin,020149004:4,12118,La Croix de Berny RER,Cimetière Nouveau
6073,StopPoint:62:30480,020149004:4,12118,La Croix de Berny RER,Cimetière Nouveau,StopPoint:Node:5712921233,Paladin,020149004:4,12118,La Croix de Berny RER,Cimetière Nouveau
6075,StopPoint:62:30530,020149004:4,12124,Cimetière Nouveau,Léonard de Vinci,StopPoint:Node:5712921238,Paladin,020149004:4,12124,Cimetière Nouveau,Léonard de Vinci
6077,StopPoint:62:30550,020149004:4,12127,Cimetière Nouveau,Thomas Masaryk,StopPoint:Node:5712921234,Paladin,020149004:4,12127,Cimetière Nouveau,Thomas Masaryk
6079,StopPoint:62:30551,020149004:4,12128,La Croix de Berny RER,Thomas Masaryk,StopPoint:Node:5712921231,Paladin,020149004:4,12128,La Croix de Berny RER,Thomas Masaryk
6080,StopPoint:62:30590,020149004:4,12131,Cimetière Nouveau,Coulée Verte,StopPoint:Node:3597299905,Paladin,020149004:4,12131,Cimetière Nouveau,Châtenay-Malabry - Coulée Verte
6081,StopPoint:62:30591,020149004:4,12132,La Croix de Berny RER,Coulée Verte,StopPoint:Node:3597299901,Paladin,020149004:4,12132,La Croix de Berny RER,Châtenay-Malabry - Coulée Verte
6082,StopPoint:62:30710,020149004:4,12144,Cimetière Nouveau,Édith Piaf,StopPoint:Node:5712921243,Paladin,020149004:4,12144,Cimetière Nouveau,Édith Piaf
6083,StopPoint:62:30711,020149004:4,12145,La Croix de Berny RER,Édith Piaf,StopPoint:Node:310277675,Paladin,020149004:4,12145,La Croix de Berny RER,Édith Piaf
6084,StopPoint:62:30850,020149004:4,12164,La Croix de Berny RER,Francis de Pressensé,StopPoint:Node:693345873,Paladin,020149004:4,12164,La Croix de Berny RER,Francis de Pressensé
6085,StopPoint:62:30900,020149004:4,12172,Cimetière Nouveau,Frères Wright,StopPoint:Node:5712921239,Paladin,020149004:4,12172,Cimetière Nouveau,Frères Wright
6087,StopPoint:62:30920,020149004:4,12174,Cimetière Nouveau,Général de Gaulle,StopPoint:Node:5712921246,Paladin,020149004:4,12174,Cimetière Nouveau,Général de Gaulle
6088,StopPoint:62:30921,020149004:4,12175,La Croix de Berny RER,Général de Gaulle,StopPoint:Node:5712921219,Paladin,020149004:4,12175,La Croix de Berny RER,Général de Gaulle
6089,StopPoint:62:30990,020149004:4,28219,Cimetière Nouveau,Voie des Vignes,StopPoint:Node:1394071539,Paladin,020149004:4,28219,Cimetière Nouveau,Grande Voie des Vignes - École Centrale
6090,StopPoint:62:30991,020149004:4,28214,La Croix de Berny RER,Voie des Vignes,StopPoint:Node:1394071538,Paladin,020149004:4,28214,La Croix de Berny RER,Grande Voie des Vignes - École Centrale
6091,StopPoint:62:31040,020149004:4,12190,La Croix de Berny RER,Henri Sellier,StopPoint:Node:4320912382,Paladin,020149004:4,12190,La Croix de Berny RER,Henri Sellier
6092,StopPoint:62:31110,020149004:4,12199,La Croix de Berny RER,Jean Allemane,StopPoint:Node:5712921232,Paladin,020149004:4,12199,La Croix de Berny RER,Jean Allemane
6093,StopPoint:62:31110,020149004:4,12199,La Croix de Berny RER,Jean Allemane,StopPoint:Node:5712921232,Paladin,020149004:4,12199,La Croix de Berny RER,Jean Allemane
6094,StopPoint:62:31160,020149004:4,12205,Cimetière Nouveau,Jules Verne,StopPoint:Node:5712921244,Paladin,020149004:4,12205,Cimetière Nouveau,Jules Verne
6095,StopPoint:62:31161,020149004:4,12206,La Croix de Berny RER,Jules Verne,StopPoint:Node:5712921221,Paladin,020149004:4,12206,La Croix de Berny RER,Jules Verne
6097,StopPoint:62:31210,020149004:4,12213,Cimetière Nouveau,La Croix de Berny RER,StopPoint:Node:3599637010,Paladin,020149004:4,12213,Cimetière Nouveau,La Croix de Berny RER
6098,StopPoint:62:31210,020149004:4,12213,La Croix de Berny RER,La Croix de Berny RER,StopPoint:Node:3599637010,Paladin,020149004:4,12213,La Croix de Berny RER,La Croix de Berny RER
6100,StopPoint:62:31210,020149004:4,12213,La Croix de Berny RER,La Croix de Berny RER,StopPoint:Node:3599637010,Paladin,020149004:4,12213,La Croix de Berny RER,La Croix de Berny RER
6102,StopPoint:62:31260,020149004:4,12218,Cimetière Nouveau,Lamartine,StopPoint:Node:5712921235,Paladin,020149004:4,12218,Cimetière Nouveau,Lamartine
6104,StopPoint:62:31261,020149004:4,12219,La Croix de Berny RER,Lamartine,StopPoint:Node:5712921230,Paladin,020149004:4,12219,La Croix de Berny RER,Lamartine
6105,StopPoint:62:31600,020149004:4,12264,Cimetière Nouveau,Lycée Jean Jaurès,StopPoint:Node:3602184838,Paladin,020149004:4,12264,Cimetière Nouveau,Lycée Polyvalent Jean Jaurès (Châtenay-Malabry)
6106,StopPoint:62:31640,020149004:4,12268,Cimetière Nouveau,Mairie,StopPoint:Node:5712921245,Paladin,020149004:4,12268,Cimetière Nouveau,Mairie de Châtenay-Malabry
6107,StopPoint:62:31641,020149004:4,12269,La Croix de Berny RER,Mairie,StopPoint:Node:3603819186,Paladin,020149004:4,12269,La Croix de Berny RER,Mairie de Châtenay-Malabry
6108,StopPoint:62:31820,020149004:4,12283,Cimetière Nouveau,Montgolfier,StopPoint:Node:5712921240,Paladin,020149004:4,12283,Cimetière Nouveau,Montgolfier
6110,StopPoint:62:31821,020149004:4,12284,La Croix de Berny RER,Montgolfier,StopPoint:Node:299458138,Paladin,020149004:4,12284,La Croix de Berny RER,Montgolfier
6111,StopPoint:62:31940,020149004:4,12298,Cimetière Nouveau,Paul de Rutté,StopPoint:Node:5712921236,Paladin,020149004:4,12298,Cimetière Nouveau,Paul de Rutté
6113,StopPoint:62:31941,020149004:4,41689,La Croix de Berny RER,Paul de Rutté,StopPoint:Node:5712921229,Paladin,020149004:4,41689,La Croix de Berny RER,Paul de Rutté
6114,StopPoint:62:32100,020149004:4,12311,Cimetière Nouveau,Robert Hertz,StopPoint:Node:5712921237,Paladin,020149004:4,12311,Cimetière Nouveau,Robert Hertz
6116,StopPoint:62:32101,020149004:4,12312,La Croix de Berny RER,Robert Hertz,StopPoint:Node:5712921228,Paladin,020149004:4,12312,La Croix de Berny RER,Robert Hertz
6117,StopPoint:62:32180,020149004:4,12321,La Croix de Berny RER,Saint Exupéry,StopPoint:Node:5712921226,Paladin,020149004:4,12321,La Croix de Berny RER,Saint-Exupéry
6118,StopPoint:62:32610,020149004:4,29942,Cimetière Nouveau,Europe,StopPoint:Node:5712921250,Paladin,020149004:4,29942,Cimetière Nouveau,Carrefour de l'Europe
6119,StopPoint:62:32611,020149004:4,29943,La Croix de Berny RER,Europe,StopPoint:Node:2432876617,Paladin,020149004:4,29943,La Croix de Berny RER,Carrefour de l'Europe
6120,StopPoint:62:32620,020149004:4,12961,Cimetière Nouveau,Croix Blanche,StopPoint:Node:5712921248,Paladin,020149004:4,12961,Cimetière Nouveau,Croix Blanche
6121,StopPoint:62:32621,020149004:4,12962,La Croix de Berny RER,Croix Blanche,StopPoint:Node:5712921217,Paladin,020149004:4,12962,La Croix de Berny RER,Croix Blanche
6122,StopPoint:62:30810,020149006:6,12160,Camberwell,Fontenay,StopPoint:Node:4607627200,Paladin,020149006:6,12160,Camberwell (Sceaux),Fontenay
6123,StopPoint:62:32170,020149006:6,12320,Camberwell,Rue du Lycée,StopPoint:Node:447900832,Paladin,020149006:6,12320,Camberwell (Sceaux),Rue du Lycée
6124,StopPoint:62:31390,020149008:18,12237,Jean Moulin,Les Antes,StopPoint:Node:769817974,Paladin,020149008:18,12237,Jean Moulin,Les Antes
6127,StopPoint:43:114,021021100:Inter-Val,2500,Centre Hospitalier V.S.G.,Sables de Rouvres,StopPoint:Node:3082168340,Seine Sénart Bus,021021100:Inter-Val,2500,Centre Hospitalier (Villeneuve-Saint-Georges),Sables de Rouvres
6128,StopPoint:43:115,021021100:Inter-Val,2411,Hôpital Joffre,Château des Sables,StopPoint:Node:3050142179,Seine Sénart Bus,021021100:Inter-Val,2411,Hôpital Joffre (Draveil),Château des Sables
6129,StopPoint:43:118,021021100:Inter-Val,2501,Hôpital Joffre,Villiers Garçons,StopPoint:Node:4321169034,Seine Sénart Bus,021021100:Inter-Val,2501,Hôpital Joffre (Draveil),Villiers Garçons
6130,StopPoint:43:135,021021100:Inter-Val,17128,Centre Hospitalier V.S.G.,Eglise (Montgeron),StopPoint:Node:2684279018,Seine Sénart Bus,021021100:Inter-Val,17128,Centre Hospitalier (Villeneuve-Saint-Georges),Église
6131,StopPoint:43:136,021021100:Inter-Val,17127,Hôpital Joffre,Eglise (Montgeron),StopPoint:Node:2647672025,Seine Sénart Bus,021021100:Inter-Val,17127,Hôpital Joffre (Draveil),Église
6132,StopPoint:43:137,021021100:Inter-Val,8590,Hôpital Joffre,Galliéni,StopPoint:Node:3080182572,Seine Sénart Bus,021021100:Inter-Val,8590,Hôpital Joffre (Draveil),Galliéni
