,gtfs_stop_id,gtfs_route_id,gtfs_ZDEr_ID_REF_A,gtfs_dest_name,gtfs_stop_name,osm_stop_id,osm_osm:ref:FR:STIF:ExternalCode_Line,osm_osm:ref:FR:STIF,osm_destination,osm_name
20312,StopPoint:59:3716896,100987763:N32,39472,BOISSY-SAINT-LEGER RER,MINISTERE DE L'ECONOMIE ET DES FINANCES,StopPoint:Node:1352476117,100987763:N32,39472,Boissy-Saint-Léger RER,Ministère de l'Economie et des Finances
20314,StopPoint:59:3716897,100987763:N32,27046,BOISSY-SAINT-LEGER RER,GARE DE BERCY - POPB,StopPoint:Node:2042462007,100987763:N32,27046,Boissy-Saint-Léger RER,Gare de Bercy - POPB
20316,StopPoint:59:3716898,100987763:N32,39469,BOISSY-SAINT-LEGER RER,DIJON - LACHAMBEAUDIE,StopPoint:Node:609212553,100987763:N32,39469,Boissy-Saint-Léger RER,Dijon-Lachambeaudie
20318,StopPoint:59:3716899,100987763:N32,39471,BOISSY-SAINT-LEGER RER,BARON LE ROY,StopPoint:Node:2013424505,100987763:N32,39471,Boissy-Saint-Léger RER,Baron Le Roy
20320,StopPoint:59:3716900,100987763:N32,16904,BOISSY-SAINT-LEGER RER,TERROIRS DE FRANCE,StopPoint:Node:2012565981,100987763:N32,16904,Boissy-Saint-Léger RER,Terroirs de France
20322,StopPoint:59:3716902,100987763:N32,7787,BOISSY-SAINT-LEGER RER,PORT AUX LIONS,StopPoint:Node:1495365842,100987763:N32,7787,Boissy-Saint-Léger RER,Port aux Lions
20324,StopPoint:59:3716903,100987763:N32,37924,BOISSY-SAINT-LEGER RER,PONT NELSON MANDELA,StopPoint:Node:1495365835,100987763:N32,37924,Boissy-Saint-Léger RER,Pont Nelson Mandela
20326,StopPoint:59:3716905,100987763:N32,8450,BOISSY-SAINT-LEGER RER,LES BERGES DE CHARENTON,StopPoint:Node:608658169,100987763:N32,8450,Boissy-Saint-Léger RER,Les Berges de Charenton
20328,StopPoint:59:3716910,100987763:N32,22722,GARE DE LYON,ECOLE VETERINAIRE DE MAISONS-ALFORT-METRO,StopPoint:Node:1244137505,100987763:N32,22722,Gare de Lyon,École Vétérinaire de Maisons-Alfort
20329,StopPoint:59:3716915,100987763:N32,25732,GARE DE LYON,LES BERGES DE CHARENTON,StopPoint:Node:608658121,100987763:N32,25732,Gare de Lyon,Les Berges de Charenton
20330,StopPoint:59:3716916,100987763:N32,8449,GARE DE LYON,PONT NELSON MANDELA,StopPoint:Node:1495365832,100987763:N32,8449,Gare de Lyon,Pont Nelson Mandela
20331,StopPoint:59:3716917,100987763:N32,37925,GARE DE LYON,PORT AUX LIONS,StopPoint:Node:1495365843,100987763:N32,37925,Gare de Lyon,Port aux Lions
20332,StopPoint:59:3716920,100987763:N32,37736,GARE DE LYON,TERROIRS DE FRANCE,StopPoint:Node:2013424504,100987763:N32,37736,Gare de Lyon,Terroirs de France
20333,StopPoint:59:3716922,100987763:N32,8448,GARE DE LYON,LACHAMBEAUDIE,StopPoint:Node:1038123189,100987763:N32,8448,Gare de Lyon,Lachambeaudie
20334,StopPoint:59:3716923,100987763:N32,25726,GARE DE LYON,GARE DE BERCY - POPB,StopPoint:Node:2042462009,100987763:N32,25726,Gare de Lyon,Gare de Bercy - POPB
20335,StopPoint:59:3716924,100987763:N32,25727,GARE DE LYON,GARE DE BERCY,StopPoint:Node:1352474804,100987763:N32,25727,Gare de Lyon,Gare de Bercy
20336,StopPoint:59:3716925,100987763:N32,39468,GARE DE LYON,MINISTERE DE L'ECONOMIE ET DES FINANCES,StopPoint:Node:1352476116,100987763:N32,39468,Gare de Lyon,Ministère de l'Economie et des Finances
20337,StopPoint:59:3813085,100987763:N32,421409,BOISSY-SAINT-LEGER RER,GARE DE LYON,StopPoint:Node:2481752360,100987763:N32,421409,Boissy-Saint-Léger RER,Gare de Lyon
20339,StopPoint:59:3926299,100987763:N32,22801,BOISSY-SAINT-LEGER RER,GARE DE LYON - DIDEROT,StopPoint:Node:4874044421,100987763:N32,22801,Boissy-Saint-Léger RER,Gare de Lyon - Diderot
20343,StopPoint:59:4035988,100987763:N32,39798,GARE DE LYON,GARE DE LYON,StopPoint:Node:4107740108,100987763:N32,39798,Gare de Lyon,Gare de Lyon
20344,StopPoint:59:5675606,100987763:N32,21791,GARE DE LYON,EUROPARC,StopPoint:Node:928458342,100987763:N32,21791,Gare de Lyon,Europarc
20346,StopPoint:59:5675607,100987763:N32,21802,GARE DE LYON,POINTE DU LAC,StopPoint:Node:2531407409,100987763:N32,21802,Gare de Lyon,393 Créteil Pointe du Lac RATP
20348,StopPoint:59:5675633,100987763:N32,25731,GARE DE LYON,PARC DE BERCY,StopPoint:Node:2043615195,100987763:N32,25731,Gare de Lyon,Parc de Bercy
20349,StopPoint:59:5675634,100987763:N32,21699,GARE DE LYON,PONT NATIONAL - QUAI DE BERCY,StopPoint:Node:1481119351,100987763:N32,21699,Gare de Lyon,Pont National – Quai de Bercy
20350,StopPoint:59:5675643,100987763:N32,22494,BOISSY-SAINT-LEGER RER,GARE DE LYON - DIDEROT.,StopPoint:Node:3779614259,100987763:N32,22494,Boissy-Saint-Léger RER,Gare de Lyon - Diderot
20352,StopPoint:59:5675664,100987763:N32,39628,BOISSY-SAINT-LEGER RER,BRETAGNE,StopPoint:Node:1474596105,100987763:N32,39628,Boissy-Saint-Léger RER,Bretagne
20353,StopPoint:59:5675671,100987763:N32,39556,BOISSY-SAINT-LEGER RER,HOTEL DE VILLE DE CRETEIL,StopPoint:Node:1225651436,100987763:N32,39556,Boissy-Saint-Léger RER,Hôtel de Ville de Créteil
20354,StopPoint:59:5675676,100987763:N32,21803,BOISSY-SAINT-LEGER RER,POINTE DU LAC,StopPoint:Node:2531407410,100987763:N32,21803,Boissy-Saint-Léger RER,393 Créteil Pointe du Lac RATP
20355,StopPoint:59:5675677,100987763:N32,21790,BOISSY-SAINT-LEGER RER,EUROPARC,StopPoint:Node:2531425770,100987763:N32,21790,Boissy-Saint-Léger RER,Europarc
20357,StopPoint:59:3682260,100987765:N45,18937,GARE DE L'EST,LES MARRONNIERS,StopPoint:Node:5587426939,100987765:N45,18937,Gare de l'Est,Les Marronniers
20358,StopPoint:59:3749760,100987765:N45,26259,GARE DE L'EST,JAURES,StopPoint:Node:4924860722,100987765:N45,26259,Gare de l'Est,Jaurès
20359,StopPoint:59:3749761,100987765:N45,26263,HOPITAL DE MONTFERMEIL,JAURES,StopPoint:Node:1489177494,100987765:N45,26263,Hôpital de Montfermeil,Jaurès
20361,StopPoint:59:3764608,100987765:N45,39800,HOPITAL DE MONTFERMEIL,GARE DE L'EST,StopPoint:Node:2490190440,100987765:N45,39800,Hôpital de Montfermeil,Gare de l'Est
20363,StopPoint:59:4035488,100987765:N45,19082,HOPITAL DE MONTFERMEIL,LES MARRONNIERS,StopPoint:Node:5479127627,100987765:N45,19082,Hôpital de Montfermeil,Les Marronniers
20364,StopPoint:59:3740999,100987766:N43,38605,GARE DE SARCELLES-SAINT-BRICE,JEAN-BAPTISTE COROT - LAMARTINE,StopPoint:Node:2753394168,100987766:N43,38605,Gare de Sarcelles - Sainte-Brice,Jean-Baptiste Corot - Lamartine
20366,StopPoint:59:3741054,100987766:N43,22824,GARE DE SARCELLES-SAINT-BRICE,CAIL - DEMARQUAY,StopPoint:Node:5137316022,100987766:N43,22824,Gare de Sarcelles - Sainte-Brice,Cail - Demarquay
20367,StopPoint:59:3741055,100987766:N43,22823,GARE DE L'EST,CAIL - DEMARQUAY,StopPoint:Node:2330869328,100987766:N43,22823,Gare de l’Est,Cail - Demarquay
20369,StopPoint:59:3741056,100987766:N43,14672,GARE DE SARCELLES-SAINT-BRICE,PLACE DE LA CHAPELLE,StopPoint:Node:877959047,100987766:N43,14672,Gare de Sarcelles - Sainte-Brice,Place de la Chapelle
20370,StopPoint:59:3747907,100987766:N43,39804,GARE DE L'EST,LA FAYETTE - DUNKERQUE,StopPoint:Node:5137405225,100987766:N43,39804,Gare de l’Est,La Fayette - Dunkerque
20372,StopPoint:59:3747969,100987766:N43,39925,GARE DE SARCELLES-SAINT-BRICE,VALENCIENNES,StopPoint:Node:2042462310,100987766:N43,39925,Gare de Sarcelles - Sainte-Brice,Valenciennes
20375,StopPoint:59:3749768,100987766:N43,8326,GARE DE SARCELLES-SAINT-BRICE,GARE DU NORD,StopPoint:Node:884493081,100987766:N43,8326,Gare de Sarcelles - Sainte-Brice,Gare du Nord
20377,StopPoint:59:4035717,100987766:N43,8452,GARE DE SARCELLES-SAINT-BRICE,BOUCRY,StopPoint:Node:2042462387,100987766:N43,8452,Gare de Sarcelles - Sainte-Brice,Boucry
20379,StopPoint:59:4035719,100987766:N43,28006,GARE DE SARCELLES-SAINT-BRICE,LES ROSES,StopPoint:Node:2042462381,100987766:N43,28006,Gare de Sarcelles - Sainte-Brice,Les Roses
20381,StopPoint:59:4035721,100987766:N43,39802,GARE DE SARCELLES-SAINT-BRICE,ORDENER - MARX DORMOY,StopPoint:Node:2281243446,100987766:N43,39802,Gare de Sarcelles - Sainte-Brice,Ordener - Marx Dormoy
20383,StopPoint:59:4035730,100987766:N43,40022,GARE DE L'EST,GARE DE L'EST,StopPoint:Node:2549984379,100987766:N43,40022,Gare de l’Est,Gare de l'Est
20386,StopPoint:59:4035730,100987766:N43,40022,GARE DE SARCELLES-SAINT-BRICE,GARE DE L'EST,StopPoint:Node:2549984379,100987766:N43,40022,Gare de Sarcelles - Sainte-Brice,Gare de l'Est
20388,StopPoint:59:3686367,100987768:N22,11224,CHATELET,PORTE DE THIAIS,StopPoint:Node:5250003336,100987768:N22,11224,Châtelet,Porte de Thiais
20390,StopPoint:59:3716933,100987768:N22,36735,CHATELET,NOTRE-DAME - QUAI DE MONTEBELLO,StopPoint:Node:1719727735,100987768:N22,36735,Châtelet,Notre-Dame - Quai de Montebello
20391,StopPoint:59:3730060,100987768:N22,22778,CHATELET,MARCHE INTERNATIONAL DE RUNGIS,StopPoint:Node:3516281706,100987768:N22,22778,Châtelet,Marché International de Rungis
20394,StopPoint:59:3748048,100987768:N22,28418,MARCHE DE JUVISY,DANTE,StopPoint:Node:622303214,100987768:N22,28418,Marché de Juvisy,Dante
20396,StopPoint:59:3754206,100987768:N22,413250,MARCHE DE JUVISY,ORLY SUD,StopPoint:Node:5406702381,100987768:N22,413250,Marché de Juvisy,Aéroport d'Orly Sud
20397,StopPoint:59:3786098,100987768:N22,37125,CHATELET,CONVENTION - FONTAINEBLEAU,StopPoint:Node:2084076535,100987768:N22,37125,Châtelet,Convention - Fontainebleau
20399,StopPoint:59:3864877,100987768:N22,37540,MARCHE DE JUVISY,ROGER SALENGRO - FONTAINEBLEAU,StopPoint:Node:3531077593,100987768:N22,37540,Marché de Juvisy,Roger Salengro - Fontainebleau
20401,StopPoint:59:3893366,100987768:N22,25735,MARCHE DE JUVISY,LES GOBELINS,StopPoint:Node:2044026786,100987768:N22,25735,Marché de Juvisy,Les Gobelins
20403,StopPoint:59:3893367,100987768:N22,25742,MARCHE DE JUVISY,BANQUIER,StopPoint:Node:2044026780,100987768:N22,25742,Marché de Juvisy,Banquier
20404,StopPoint:59:3893368,100987768:N22,25741,CHATELET,BANQUIER,StopPoint:Node:617815598,100987768:N22,25741,Châtelet,Banquier
20405,StopPoint:59:3893392,100987768:N22,25738,CHATELET,LES GOBELINS,StopPoint:Node:622295989,100987768:N22,25738,Châtelet,Les Gobelins
20407,StopPoint:59:3926308,100987768:N22,37363,MARCHE DE JUVISY,PLACE D'ITALIE,StopPoint:Node:981167538,100987768:N22,37363,Marché de Juvisy,Place d'Italie
20409,StopPoint:59:4036773,100987768:N22,28671,MARCHE DE JUVISY,MAUBERT - MUTUALITE,StopPoint:Node:4844462924,100987768:N22,28671,Marché de Juvisy,Maubert - Mutualité
20410,StopPoint:59:4036774,100987768:N22,37121,CHATELET,MAUBERT - MUTUALITE,StopPoint:Node:4827798346,100987768:N22,37121,Châtelet,Maubert - Mutualité
20412,StopPoint:59:4036775,100987768:N22,28679,MARCHE DE JUVISY,CARDINAL LEMOINE,StopPoint:Node:4844462922,100987768:N22,28679,Marché de Juvisy,Cardinal Lemoine
20413,StopPoint:59:4036776,100987768:N22,37119,CHATELET,CARDINAL LEMOINE,StopPoint:Node:2042462067,100987768:N22,37119,Châtelet,Cardinal Lemoine
20415,StopPoint:59:4036777,100987768:N22,8447,MARCHE DE JUVISY,MONGE,StopPoint:Node:4098092089,100987768:N22,8447,Marché de Juvisy,Monge
20416,StopPoint:59:4036778,100987768:N22,37537,CHATELET,MONGE,StopPoint:Node:4098034290,100987768:N22,37537,Châtelet,Monge
20418,StopPoint:59:4036779,100987768:N22,24440,MARCHE DE JUVISY,CENSIER - DAUBENTON,StopPoint:Node:928062388,100987768:N22,24440,Marché de Juvisy,Censier Daubenton
20419,StopPoint:59:4036780,100987768:N22,37534,CHATELET,CENSIER - DAUBENTON,StopPoint:Node:928062391,100987768:N22,37534,Châtelet,Censier Daubenton
20421,StopPoint:59:4036781,100987768:N22,24442,MARCHE DE JUVISY,MONGE - CLAUDE BERNARD,StopPoint:Node:986988477,100987768:N22,24442,Marché de Juvisy,Monge - Claude Bernard
20422,StopPoint:59:4036782,100987768:N22,24445,CHATELET,MONGE - CLAUDE BERNARD,StopPoint:Node:986988511,100987768:N22,24445,Châtelet,Monge - Claude Bernard
20423,StopPoint:59:4036787,100987768:N22,421203,CHATELET,PLACE D'ITALIE,StopPoint:Node:981167554,100987768:N22,421203,Châtelet,Place d'Italie
20425,StopPoint:59:4036788,100987768:N22,26728,MARCHE DE JUVISY,VANDREZANNE,StopPoint:Node:981214166,100987768:N22,26728,Marché de Juvisy,Vandrezanne
20426,StopPoint:59:4036789,100987768:N22,8455,CHATELET,VANDREZANNE,StopPoint:Node:981214195,100987768:N22,8455,Châtelet,Vandrezanne
20428,StopPoint:59:4036790,100987768:N22,24441,MARCHE DE JUVISY,ITALIE - TOLBIAC,StopPoint:Node:981214174,100987768:N22,24441,Marché de Juvisy,Italie - Tolbiac
20429,StopPoint:59:4036791,100987768:N22,24444,CHATELET,ITALIE - TOLBIAC,StopPoint:Node:981214183,100987768:N22,24444,Châtelet,Italie - Tolbiac
20431,StopPoint:59:4036792,100987768:N22,26726,MARCHE DE JUVISY,MAISON BLANCHE,StopPoint:Node:2042461946,100987768:N22,26726,Marché de Juvisy,Maison Blanche
20433,StopPoint:59:4036794,100987768:N22,26727,MARCHE DE JUVISY,PORTE D'ITALIE,StopPoint:Node:1920074494,100987768:N22,26727,Marché de Juvisy,Porte d'Italie
20434,StopPoint:59:4036795,100987768:N22,37120,CHATELET,PORTE D'ITALIE,StopPoint:Node:507875817,100987768:N22,37120,Châtelet,Porte d'Italie
20436,StopPoint:59:4036796,100987768:N22,37535,MARCHE DE JUVISY,PORTE D'ITALIE - HELENE BOUCHER,StopPoint:Node:2371583148,100987768:N22,37535,Marché de Juvisy,Porte d'Italie–Hélène Boucher
20437,StopPoint:59:4036797,100987768:N22,22861,CHATELET,PORTE D'ITALIE - HELENE BOUCHER,StopPoint:Node:979833133,100987768:N22,22861,Châtelet,Porte d'Italie–Hélène Boucher
20439,StopPoint:59:4036800,100987768:N22,26731,MARCHE DE JUVISY,CONVENTION - FONTAINEBLEAU,StopPoint:Node:3531069892,100987768:N22,26731,Marché de Juvisy,Convention-Fontainebleau
20441,StopPoint:59:4036810,100987768:N22,26736,MARCHE DE JUVISY,JEAN JAURES,StopPoint:Node:3889758396,100987768:N22,26736,Marché de Juvisy,Jean Jaurès
20443,StopPoint:59:4036813,100987768:N22,28542,MARCHE DE JUVISY,GUYNEMER - MAXIME GORKI,StopPoint:Node:3647128429,100987768:N22,28542,Marché de Juvisy,Guynemer–Maxime Gorki
20444,StopPoint:59:4036814,100987768:N22,37178,CHATELET,GUYNEMER - MAXIME GORKI,StopPoint:Node:3110695911,100987768:N22,37178,Châtelet,Guynemer–Maxime Gorki
20445,StopPoint:59:4036817,100987768:N22,22864,CHATELET,PAUL VAILLANT-COUTURIER - HOPITAL PAUL BROUSSE-METRO,StopPoint:Node:3889758395,100987768:N22,22864,Châtelet,Paul Vaillant-Couturier - Hôpital Paul Brousse
20446,StopPoint:59:4036819,100987768:N22,26729,CHATELET,LAGRANGE,StopPoint:Node:2042462108,100987768:N22,26729,Châtelet,Lagrange
20447,StopPoint:59:4130576,100987768:N22,8456,CHATELET,MAISON BLANCHE,StopPoint:Node:2042461937,100987768:N22,8456,Châtelet,Maison Blanche
20451,StopPoint:59:4314844,100987768:N22,37473,MARCHE DE JUVISY,PORTE DE THIAIS,StopPoint:Node:5406873966,100987768:N22,37473,Marché de Juvisy,Porte de Thiais
20452,StopPoint:59:6251855,100987768:N22,37473,CHATELET,PORTE DE THIAIS.,StopPoint:Node:5406873966,100987768:N22,37473,Châtelet,Porte de Thiais
20457,StopPoint:59:4378038,100987768:N22,427370,MARCHE DE JUVISY,DOMAINE CHERIOUX,StopPoint:Node:4930327523,100987768:N22,427370,Marché de Juvisy,Domaine Chérioux
20459,StopPoint:59:4390974,100987768:N22,27278,MARCHE DE JUVISY,CIMETIERE PARISIEN DE THIAIS,StopPoint:Node:4987975418,100987768:N22,27278,Marché de Juvisy,Cimetière Parisien de Thiais
20460,StopPoint:59:4471780,100987768:N22,35947,MARCHE DE JUVISY,BELLE EPINE SUD,StopPoint:Node:5406873959,100987768:N22,35947,Marché de Juvisy,Belle-Épine Sud
20461,StopPoint:59:4471781,100987768:N22,37476,MARCHE DE JUVISY,S.E.N.I.A.,StopPoint:Node:2211573550,100987768:N22,37476,Marché de Juvisy,S.E.N.I.A.
20462,StopPoint:59:4471794,100987768:N22,39783,CHATELET,LE COR DE CHASSE - LA BELLE EPINE,StopPoint:Node:5406873967,100987768:N22,39783,Châtelet,Le Cor de Chasse - Belle-Épine
20465,StopPoint:59:4480117,100987768:N22,29845,MARCHE DE JUVISY,BRETAGNE,StopPoint:Node:4930327538,100987768:N22,29845,Marché de Juvisy,Bretagne
20467,StopPoint:59:5018339,100987768:N22,24443,MARCHE DE JUVISY,CITE - PARVIS NOTRE-DAME,StopPoint:Node:677174963,100987768:N22,24443,Marché de Juvisy,Cité - Parvis Notre-Dame
20469,StopPoint:59:5018340,100987768:N22,37118,MARCHE DE JUVISY,PETIT PONT,StopPoint:Node:1109569737,100987768:N22,37118,Marché de Juvisy,Petit Pont
20470,StopPoint:59:5018385,100987768:N22,427505,CHATELET,CITE - PALAIS DE JUSTICE,StopPoint:Node:831428176,100987768:N22,427505,Châtelet,Cité - Palais de Justice
20471,StopPoint:59:6195819,100987768:N22,37470,CHATELET,OBSERVATOIRE CAMILLE FLAMMARION,StopPoint:Node:698594201,100987768:N22,37470,Châtelet,Observatoire Camille Flammarion
20477,StopPoint:59:6251745,100987768:N22,422536,MARCHE DE JUVISY,CHATELET,StopPoint:Node:2042462188,100987768:N22,422536,Marché de Juvisy,Châtelet
20478,StopPoint:59:6251745,100987768:N22,422536,CHATELET,CHATELET,StopPoint:Node:2042462188,100987768:N22,422536,Châtelet,Châtelet
20481,StopPoint:59:6251779,100987768:N22,26732,MARCHE DE JUVISY,LE KREMLIN-BICETRE-METRO,StopPoint:Node:3889749198,100987768:N22,26732,Marché de Juvisy,Le Kremlin-Bicêtre-Metro
20482,StopPoint:59:6251780,100987768:N22,36701,CHATELET,LE KREMLIN-BICETRE-METRO,StopPoint:Node:3655202725,100987768:N22,36701,Châtelet,Le Kremlin-Bicetre-Métro
20484,StopPoint:59:6251781,100987768:N22,427373,MARCHE DE JUVISY,DAUPHIN - ANATOLE FRANCE,StopPoint:Node:1944042128,100987768:N22,427373,Marché de Juvisy,Dauphin - Anatole France
20485,StopPoint:59:6251782,100987768:N22,427374,CHATELET,DAUPHIN - ANATOLE FRANCE,StopPoint:Node:3655197928,100987768:N22,427374,Châtelet,Dauphin - Anatole France
20487,StopPoint:59:6251783,100987768:N22,26738,MARCHE DE JUVISY,HENRI BARBUSSE,StopPoint:Node:3339605734,100987768:N22,26738,Marché de Juvisy,Henri Barbusse
20488,StopPoint:59:6251784,100987768:N22,37798,CHATELET,HENRI BARBUSSE,StopPoint:Node:3889758394,100987768:N22,37798,Châtelet,Henri Barbusse
20490,StopPoint:59:6251785,100987768:N22,26737,MARCHE DE JUVISY,DISPENSAIRE DANIELLE CASANOVA,StopPoint:Node:3692920725,100987768:N22,26737,Marché de Juvisy,Dispensaire Danielle Casanova
20491,StopPoint:59:6251786,100987768:N22,26735,CHATELET,DISPENSAIRE DANIELLE CASANOVA,StopPoint:Node:2031032232,100987768:N22,26735,Châtelet,Dispensaire Danielle Casanova
20493,StopPoint:59:6251792,100987768:N22,29848,MARCHE DE JUVISY,VILLEJUIF - LOUIS ARAGON,StopPoint:Node:3647120644,100987768:N22,29848,Marché de Juvisy,Villejuif - Louis Aragon
20494,StopPoint:59:6251793,100987768:N22,36702,CHATELET,VILLEJUIF - LOUIS ARAGON,StopPoint:Node:1964639959,100987768:N22,36702,Châtelet,Villejuif - Louis Aragon
20497,StopPoint:59:6251794,100987768:N22,413431,MARCHE DE JUVISY,LAMARTINE,StopPoint:Node:5632362545,100987768:N22,413431,Marché de Juvisy,Lamartine
20498,StopPoint:59:6251795,100987768:N22,37479,CHATELET,LAMARTINE,StopPoint:Node:5632362294,100987768:N22,37479,Châtelet,Lamartine
20501,StopPoint:59:6251805,100987768:N22,23568,MARCHE DE JUVISY,MARCHE INTERNATIONAL DE RUNGIS,StopPoint:Node:5632362538,100987768:N22,23568,Marché de Juvisy,Marché International de Rungis
20503,StopPoint:59:6251807,100987768:N22,29854,MARCHE DE JUVISY,TROIS MARCHES,StopPoint:Node:5243916724,100987768:N22,29854,Marché de Juvisy,Trois Marchés;Trois Marches
20504,StopPoint:59:6251807,100987768:N22,29854,CHATELET,TROIS MARCHES,StopPoint:Node:5243916724,100987768:N22,29854,Châtelet,Trois Marchés;Trois Marches
20509,StopPoint:59:6251809,100987768:N22,28231,MARCHE DE JUVISY,MAREE,StopPoint:Node:2814951490,100987768:N22,28231,Marché de Juvisy,Marée
20510,StopPoint:59:6251809,100987768:N22,28231,CHATELET,MAREE,StopPoint:Node:2814951490,100987768:N22,28231,Châtelet,Marée
20515,StopPoint:59:6251811,100987768:N22,28232,MARCHE DE JUVISY,VIADUC,StopPoint:Node:5243916725,100987768:N22,28232,Marché de Juvisy,Viaduc
20516,StopPoint:59:6251811,100987768:N22,28232,CHATELET,VIADUC,StopPoint:Node:5243916725,100987768:N22,28232,Châtelet,Viaduc
20521,StopPoint:59:6251813,100987768:N22,28230,MARCHE DE JUVISY,AGEN,StopPoint:Node:4332068761,100987768:N22,28230,Marché de Juvisy,Agen
20522,StopPoint:59:6251813,100987768:N22,28230,CHATELET,AGEN,StopPoint:Node:4332068761,100987768:N22,28230,Châtelet,Agen
20527,StopPoint:59:6251815,100987768:N22,28233,MARCHE DE JUVISY,CHATEAURENARD,StopPoint:Node:5243916727,100987768:N22,28233,Marché de Juvisy,Châteaurenard
20528,StopPoint:59:6251815,100987768:N22,28233,CHATELET,CHATEAURENARD,StopPoint:Node:5243916727,100987768:N22,28233,Châtelet,Châteaurenard
20533,StopPoint:59:6251817,100987768:N22,22954,MARCHE DE JUVISY,RUE DE LA BRESSE,StopPoint:Node:5250029811,100987768:N22,22954,Marché de Juvisy,Rue de la Bresse
20534,StopPoint:59:6251817,100987768:N22,22954,CHATELET,RUE DE LA BRESSE,StopPoint:Node:5250029811,100987768:N22,22954,Châtelet,Rue de la Bresse
20538,StopPoint:59:6251821,100987768:N22,21150,MARCHE DE JUVISY,PARAY-VIEILLE-POSTE PONT DE RUNGIS,StopPoint:Node:5632362531,100987768:N22,21150,Marché de Juvisy,Paray-Vieille-Poste Pont de Rungis
20539,StopPoint:59:6251822,100987768:N22,414532,MARCHE DE JUVISY,HANGAR N0 6,StopPoint:Node:5406873969,100987768:N22,414532,Marché de Juvisy,Hangar No. 6
20540,StopPoint:59:6251823,100987768:N22,414531,CHATELET,HANGAR N0 6,StopPoint:Node:5406873948,100987768:N22,414531,Châtelet,Hangar No. 6
20543,StopPoint:59:6251839,100987768:N22,27441,MARCHE DE JUVISY,OBSERVATOIRE CAMILLE FLAMMARION,StopPoint:Node:698594209,100987768:N22,27441,Marché de Juvisy,Observatoire Camille Flammarion
20544,StopPoint:59:6251841,100987768:N22,3119,MARCHE DE JUVISY,MAIRIE DE JUVISY,StopPoint:Node:695117993,100987768:N22,3119,Marché de Juvisy,Mairie de Juvisy
20545,StopPoint:59:6251842,100987768:N22,3118,CHATELET,MAIRIE DE JUVISY,StopPoint:Node:695117994,100987768:N22,3118,Châtelet,Mairie de Juvisy
20548,StopPoint:59:6251843,100987768:N22,8291,MARCHE DE JUVISY,PIVER,StopPoint:Node:698594217,100987768:N22,8291,Marché de Juvisy,Piver
20549,StopPoint:59:6251844,100987768:N22,22912,CHATELET,PIVER,StopPoint:Node:698594200,100987768:N22,22912,Châtelet,Piver
20553,StopPoint:59:6251845,100987768:N22,423965,MARCHE DE JUVISY,MARCHE DE JUVISY,StopPoint:Node:698591123,100987768:N22,423965,Marché de Juvisy,Marché de Juvisy
20554,StopPoint:59:6251845,100987768:N22,423965,CHATELET,MARCHE DE JUVISY,StopPoint:Node:698591123,100987768:N22,423965,Châtelet,Marché de Juvisy
20560,StopPoint:59:6251847,100987768:N22,2294,CHATELET,HOPITAL DE JUVISY,StopPoint:Node:698591119,100987768:N22,2294,Châtelet,Hôpital de Juvisy
20563,StopPoint:59:6251852,100987768:N22,29360,CHATELET,PONT DE RUNGIS-RER,StopPoint:Node:5406873952,100987768:N22,29360,Châtelet,Pont de Rungis
20566,StopPoint:59:7153092,100987768:N22,37472,MARCHE DE JUVISY,MOULIN VERT,StopPoint:Node:4935812622,100987768:N22,37472,Marché de Juvisy,Moulin Vert
20568,StopPoint:59:7153095,100987768:N22,29856,MARCHE DE JUVISY,AUGUSTE PERRET,StopPoint:Node:5406873965,100987768:N22,29856,Marché de Juvisy,Auguste Perret
20572,StopPoint:59:7153096,100987768:N22,9387,MARCHE DE JUVISY,LE COR DE CHASSE,StopPoint:Node:5249965287,100987768:N22,9387,Marché de Juvisy,Le Cor de Chasse
20573,StopPoint:59:7153096,100987768:N22,9387,CHATELET,LE COR DE CHASSE,StopPoint:Node:5249965287,100987768:N22,9387,Châtelet,Le Cor de Chasse
20577,StopPoint:59:7153119,100987768:N22,413128,MARCHE DE JUVISY,CAROLINE AIGLE,StopPoint:Node:4602492274,100987768:N22,413128,Marché de Juvisy,Caroline Aigle
20578,StopPoint:59:7153120,100987768:N22,413123,MARCHE DE JUVISY,COEUR D'ORLY,StopPoint:Node:2281799940,100987768:N22,413123,Marché de Juvisy,Cœur d'Orly
20579,StopPoint:59:7153121,100987768:N22,413124,CHATELET,COEUR D'ORLY,StopPoint:Node:695122447,100987768:N22,413124,Châtelet,Cœur d'Orly
20582,StopPoint:59:7153123,100987768:N22,413430,MARCHE DE JUVISY,AEROGARE D'ORLY SUD,StopPoint:Node:5632362528,100987768:N22,413430,Marché de Juvisy,Aérogare d'Orly Sud
20583,StopPoint:59:7153125,100987768:N22,29991,CHATELET,PORTE DE L'ESSONNE,StopPoint:Node:2680331269,100987768:N22,29991,Châtelet,Porte de l'Essonne
20586,StopPoint:59:7153127,100987768:N22,27440,MARCHE DE JUVISY,BELLE ETOILE,StopPoint:Node:695120014,100987768:N22,27440,Marché de Juvisy,Belle Étoile
20587,StopPoint:59:7153128,100987768:N22,35884,CHATELET,BELLE ETOILE,StopPoint:Node:695120010,100987768:N22,35884,Châtelet,Belle Étoile
20590,StopPoint:59:7153130,100987768:N22,35883,CHATELET,MARX DORMOY,StopPoint:Node:2287816309,100987768:N22,35883,Châtelet,Marx Dormoy
